nome,tecnologia,outrosDetalhes,tecnologias,nivel,remoto,salario,salario_maximo,Tecnologia 1,Tecnologia 2,Tecnologia 3,Tecnologia 4,Tecnologia 5,Tecnologia 6,Tecnologia 7,Tecnologia 8,Tecnologia 9,Tecnologia 10,Tecnologia 11,Tecnologia 12
"Vencida, Desenvolvedor(a) PHP Back-end Pleno","PHP,MySQL,Git","18digital,São Paulo,Pequena/média empresa,Até R$4.000,Pleno,PJ,Não aceita candidatos de fora","['PHP', 'MySQL', 'Git']",Pleno,Não Remoto,PJ,4.000,PHP,MySQL,Git,,,,,,,,,
"Vencida, Senior Software Developer","CSS,ReactJS,Node.js,JavaScript","Orbita,Rio de Janeiro,Startup,Até R$12.000,Sênior,CLT,Aceita candidatos de fora","['CSS', 'ReactJS', 'Node.js', 'JavaScript']",Não especificado,Não Remoto,CLT,12.000,CSS,ReactJS,Node.js,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End Angular","JavaScript,RESTful,Angular,CSS,HTML","Softvision Soluções em Tecnologia,Campinas,Pequena/média empresa,Júnior,CLT,Não aceita candidatos de fora","['JavaScript', 'RESTful', 'Angular', 'CSS', 'HTML']",Não especificado,Não Remoto,CLT,,JavaScript,RESTful,Angular,CSS,HTML,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Java","Java,SQL Server,Spring,JavaScript","Saurus Tecnologia,São Paulo,Pequena/média empresa,Até R$10.000,Pleno,CLT / PJ,Aceita candidatos de fora","['Java', 'SQL Server', 'Spring', 'JavaScript']",Não especificado,Não Remoto,CLT / PJ,10.000,Java,SQL Server,Spring,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) C#","JavaScript,C#,Angular","Choice Technologies Holding Sàrl,Rio de Janeiro,Pequena/média empresa,Até R$6.000,Pleno,CLT,Não aceita candidatos de fora","['JavaScript', 'C#', 'Angular']",Não especificado,Não Remoto,CLT,6.000,JavaScript,C#,Angular,,,,,,,,,
"Vencida, Desenvolvedor(a) Back-End PL/SQL","SQL,RESTful,PLSQL,API","Softvision Soluções em Tecnologia,Campinas,Pequena/média empresa,Júnior,CLT,Não aceita candidatos de fora","['SQL', 'RESTful', 'PLSQL', 'API']",Não especificado,Não Remoto,CLT,,SQL,RESTful,PLSQL,API,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack .NET","SQL Server,.NET,JavaScript","Nmind,São Paulo ,Startup,Até R$5.000,Pleno,PJ,Não aceita candidatos de fora","['SQL Server', '.NET', 'JavaScript']",Não especificado,Não Remoto,PJ,5.000,SQL Server,.NET,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Node Js","Git,RESTful,Node.js","Zup Innovation,São Paulo ,Startup,Sênior,CLT,Aceita candidatos de fora","['Git', 'RESTful', 'Node.js']",Não especificado,Não Remoto,CLT,,Git,RESTful,Node.js,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End React Sênior","ReactJS,JavaScript,React Native","Decode,São Paulo,Pequena/média empresa,Até R$7.000,Sênior,CLT,Não aceita candidatos de fora","['ReactJS', 'JavaScript', 'React Native']",Sênior,Não Remoto,CLT,7.000,ReactJS,JavaScript,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) WEB PHP","JavaScript,PHP,MySQL","Movvi Logistica Ltda,Campinas,Pequena/média empresa,Até R$8.000,Sênior,CLT,Não aceita candidatos de fora","['JavaScript', 'PHP', 'MySQL']",Não especificado,Não Remoto,CLT,8.000,JavaScript,PHP,MySQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Vue.js Sênior","Vue.js,JavaScript,CSS,HTML","ez.devs,São Paulo,Pequena/média empresa,Até R$15.000,Sênior,PJ,Não aceita candidatos de fora","['Vue.js', 'JavaScript', 'CSS', 'HTML']",Sênior,Não Remoto,PJ,15.000,Vue.js,JavaScript,CSS,HTML,,,,,,,,
"Vencida, Desenvolvedor(a) C#","Git,Java,C#","Keeptalent,Blumenau,Pequena/média empresa,Até R$10.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Git', 'Java', 'C#']",Não especificado,Não Remoto,CLT / PJ,10.000,Git,Java,C#,,,,,,,,,
"Vencida, Desenvolvedor(a) Python Pleno","SQL,Python,API","Carteira Global,São Paulo,Startup,Até R$5.000,Pleno,PJ,Aceita candidatos de fora","['SQL', 'Python', 'API']",Pleno,Não Remoto,PJ,5.000,SQL,Python,API,,,,,,,,,
"Vencida, Desenvolvedor(a) React Pleno","ReactJS,JavaScript,HTML,CSS","Carteira Global,São Paulo,Startup,Até R$5.000,Pleno,PJ,Aceita candidatos de fora","['ReactJS', 'JavaScript', 'HTML', 'CSS']",Pleno,Não Remoto,PJ,5.000,ReactJS,JavaScript,HTML,CSS,,,,,,,,
"Vencida, Desenvolvedor(a) Web Full-Stack Junior","SQL,PHP,JavaScript","KAITS,São Paulo,Pequena/média empresa,Júnior,Estágio,Aceita candidatos de fora","['SQL', 'PHP', 'JavaScript']",Não especificado,Não Remoto,Estágio,,SQL,PHP,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor Front End - Angular Sênior","JavaScript,CSS,Angular","Zup Innovation,São Paulo ,Startup,Sênior,CLT,Aceita candidatos de fora","['JavaScript', 'CSS', 'Angular']",Sênior,Não Remoto,CLT,,JavaScript,CSS,Angular,,,,,,,,,
"Vencida, Desenvolvedor(a) Sr","MySQL,jQuery,JavaScript,CSS,C#","Blinks ,São Paulo ,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora","['MySQL', 'jQuery', 'JavaScript', 'CSS', 'C#']",Não especificado,Não Remoto,CLT,,MySQL,jQuery,JavaScript,CSS,C#,,,,,,,
"Vencida, Desenvolvedor(a) Front-End (HTML, CSS e JS)","JavaScript,HTML,CSS","Codeby,Remoto,Pequena/média empresa,Até R$4.000,Pleno,PJ,Aceita candidatos de fora","['JavaScript', 'HTML', 'CSS']",Não especificado,Remoto,PJ,4.000,JavaScript,HTML,CSS,,,,,,,,,
"Vencida, Desenvolvedor(a) Pleno - React ","ReactJS,JavaScript,HTML","Sonata,Rio de Janeiro,Startup,Até R$4.000,Pleno,CLT,Aceita candidatos de fora","['ReactJS', 'JavaScript', 'HTML']",Pleno,Não Remoto,CLT,4.000,ReactJS,JavaScript,HTML,,,,,,,,,
"Vencida, Desenvolvedor(a)  WEB PHP","JavaScript,Symfony,PHP,MySQL","Movvi Logistica Ltda,Campinas,Pequena/média empresa,Até R$7.000,Pleno,CLT,Aceita candidatos de fora","['JavaScript', 'Symfony', 'PHP', 'MySQL']",Não especificado,Não Remoto,CLT,7.000,JavaScript,Symfony,PHP,MySQL,,,,,,,,
"Vencida, Desenvolvedor(a) VB6 C#","Visual Basic,MySQL,C#","Movvi Logistica Ltda,Contagem,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora","['Visual Basic', 'MySQL', 'C#']",Não especificado,Não Remoto,CLT,5.000,Visual Basic,MySQL,C#,,,,,,,,,
"Vencida, Desenvolvedor(a) React Native","React Native,JavaScript,iOS,CSS,Android","WEBJUMP,São Paulo,Pequena/média empresa,Até R$8.000,Pleno,PJ,Aceita candidatos de fora","['React Native', 'JavaScript', 'iOS', 'CSS', 'Android']",Não especificado,Não Remoto,PJ,8.000,React Native,JavaScript,iOS,CSS,Android,,,,,,,
"Vencida, Desenvolvedor(a) PHP Full Stack","PHP,Laravel,Git,JavaScript","Olivas Digital,Barueri,Pequena/média empresa,Até R$4.000,Júnior,PJ,Aceita candidatos de fora","['PHP', 'Laravel', 'Git', 'JavaScript']",Não especificado,Não Remoto,PJ,4.000,PHP,Laravel,Git,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack","ReactJS,JavaScript,API,React Native","incodde,campina grande ,Pequena/média empresa,Pleno,PJ,Não aceita candidatos de fora","['ReactJS', 'JavaScript', 'API', 'React Native']",Não especificado,Não Remoto,PJ,,ReactJS,JavaScript,API,React Native,,,,,,,,
"Vencida, Desenvolvedor(a) FullStack Pleno/Sênior","CSS,JavaScript,Ruby on Rails,Node.js,Angular","MineradorX,Florianópolis,Startup,Até R$7.000,Pleno,CLT,Aceita candidatos de fora","['CSS', 'JavaScript', 'Ruby on Rails', 'Node.js', 'Angular']",Sênior,Não Remoto,CLT,7.000,CSS,JavaScript,Ruby on Rails,Node.js,Angular,,,,,,,
"Vencida, .NET Sênior Developer","JavaScript,SQL Server,.NET","Blite Tecnologia,Santo André,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['JavaScript', 'SQL Server', '.NET']",Sênior,Não Remoto,PJ,,JavaScript,SQL Server,.NET,,,,,,,,,
"Vencida, Desenvolvedor PHP+WordPress","WordPress,PHP,Laravel,JavaScript","MangoCinco,Remoto,Startup,Sênior,CLT / PJ,Aceita candidatos de fora","['WordPress', 'PHP', 'Laravel', 'JavaScript']",Não especificado,Remoto,CLT / PJ,,WordPress,PHP,Laravel,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Back-end Java","API,SQL,Java","Alterdata Software ,nova friburgo,Grande empresa,Pleno,CLT,Não aceita candidatos de fora","['API', 'SQL', 'Java']",Não especificado,Não Remoto,CLT,,API,SQL,Java,,,,,,,,,
"Vencida, iOS Developer","Swift,Objective-C,iOS","Daily Apps,São Paulo,Startup,Pleno,PJ,Aceita candidatos de fora","['Swift', 'Objective-C', 'iOS']",Não especificado,Não Remoto,PJ,,Swift,Objective-C,iOS,,,,,,,,,
"Vencida, Desenvolvedo(a) Front-End","HTML,JavaScript,CSS","Madame Rh,Porto Alegre,Pequena/média empresa,Pleno,CLT,Não aceita candidatos de fora","['HTML', 'JavaScript', 'CSS']",Não especificado,Não Remoto,CLT,,HTML,JavaScript,CSS,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack PHP","PHP,JavaScript,API","ASB Marketing,São Paulo,Pequena/média empresa,Até R$3.500,Pleno,PJ,Não aceita candidatos de fora","['PHP', 'JavaScript', 'API']",Não especificado,Não Remoto,PJ,3.500,PHP,JavaScript,API,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - PHP","PHP,MySQL,JavaScript","Pix Mídia,Esteio,Startup,Até R$4.000,Pleno,PJ / CLT,Não aceita candidatos de fora","['PHP', 'MySQL', 'JavaScript']",Não especificado,Não Remoto,PJ / CLT,4.000,PHP,MySQL,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor de Sistemas PHP","PHP,MySQL,Laravel,Git","LIFE Tecnologia e Consultoria Ltda,Rio de Janeiro,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora","['PHP', 'MySQL', 'Laravel', 'Git']",Não especificado,Não Remoto,CLT,5.000,PHP,MySQL,Laravel,Git,,,,,,,,
"Vencida, Desenvolvedor(a) Front End Sênior","JavaScript,CSS,ReactJS","Casion,São Paulo,Startup,Sênior,PJ,Aceita candidatos de fora","['JavaScript', 'CSS', 'ReactJS']",Sênior,Não Remoto,PJ,,JavaScript,CSS,ReactJS,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP Full-Stack","JavaScript,SQL Server,PHP,CSS","Omie,São Paulo,Startup,Sênior,CLT,Aceita candidatos de fora","['JavaScript', 'SQL Server', 'PHP', 'CSS']",Não especificado,Não Remoto,CLT,,JavaScript,SQL Server,PHP,CSS,,,,,,,,
"Vencida, Programador(a) backend Junior PHP/Laravel","PHP,MySQL,Laravel,JavaScript","eureciclo,São Paulo,Startup,Até R$4.000,Júnior,PJ,Aceita candidatos de fora","['PHP', 'MySQL', 'Laravel', 'JavaScript']",Não especificado,Não Remoto,PJ,4.000,PHP,MySQL,Laravel,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack - Javascript Pleno","API,JavaScript,Node.js","La Mark,são paulo,Pequena/média empresa,Até R$2.500,Pleno,PJ,Aceita candidatos de fora","['API', 'JavaScript', 'Node.js']",Pleno,Não Remoto,PJ,2.500,API,JavaScript,Node.js,,,,,,,,,
"Vencida, Desenvolvedor(a) C# Pleno/Sênior","JavaScript,SQLPL,CSS,C#,.NET,Angular","Indra Brasil Soluções e Serviços Tecnológicos Ltda. - Florianópolis,Florianópolis,Grande empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora","['JavaScript', 'SQLPL', 'CSS', 'C#', '.NET', 'Angular']",Sênior,Não Remoto,CLT,6.000,JavaScript,SQLPL,CSS,C#,.NET,Angular,,,,,,
"Vencida, Desenvolvedor(a) .NET Pleno / Senior",".NET,SQL Server,C#,XML,RESTful,JSON","ARTIUS,São Paulo,Pequena/média empresa,Até R$12.000,Pleno,PJ,Aceita candidatos de fora","['.NET', 'SQL Server', 'C#', 'XML', 'RESTful', 'JSON']",Pleno,Não Remoto,PJ,12.000,.NET,SQL Server,C#,XML,RESTful,JSON,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno","Java,Jasper,Git,CSS","TRIYO Tecnologia,São Paulo,Pequena/média empresa,Até R$8.000,Sênior,CLT / PJ,Aceita candidatos de fora","['Java', 'Jasper', 'Git', 'CSS']",Pleno,Não Remoto,CLT / PJ,8.000,Java,Jasper,Git,CSS,,,,,,,,
"Vencida, Desenvolvedor Full Stack","React Native,Node.js,MySQL,JavaScript","Nérus,Belo Horizonte,Pequena/média empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora","['React Native', 'Node.js', 'MySQL', 'JavaScript']",Não especificado,Não Remoto,CLT,6.000,React Native,Node.js,MySQL,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) PHP Full Stack","PHP,SQL,JavaScript,HTML,CSS","ACE,São Paulo,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['PHP', 'SQL', 'JavaScript', 'HTML', 'CSS']",Não especificado,Não Remoto,PJ,,PHP,SQL,JavaScript,HTML,CSS,,,,,,,
"Vencida, Desenvolvedor(a) .NET Pleno",".NET,SQL Server,JavaScript,CSS,C#","CH Master Data,Rio de Janeiro,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora","['.NET', 'SQL Server', 'JavaScript', 'CSS', 'C#']",Pleno,Não Remoto,CLT,5.000,.NET,SQL Server,JavaScript,CSS,C#,,,,,,,
"Vencida, Desenvolvedor(a) .NET Sênior","SQL Server,.NET,API,Angular","Netza - Live Marketing,São Paulo,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['SQL Server', '.NET', 'API', 'Angular']",Sênior,Não Remoto,PJ,,SQL Server,.NET,API,Angular,,,,,,,,
"Vencida, Desenvolvedor(a) .NET ",".NET,SQL Server,jQuery,JavaScript,CSS,C#","HunterDegrandi Especializada em TI,São Paulo,Pequena/média empresa,Até R$7.000,Pleno,PJ,Aceita candidatos de fora","['.NET', 'SQL Server', 'jQuery', 'JavaScript', 'CSS', 'C#']",Não especificado,Não Remoto,PJ,7.000,.NET,SQL Server,jQuery,JavaScript,CSS,C#,,,,,,
"Vencida, Desenvolvedor(a) Front-end Sênior","JavaScript,CSS,ReactJS,jQuery","Canaltech,São Bernardo do Campo, SP,Pequena/média empresa,Até R$7.000,Sênior,CLT / PJ,Aceita candidatos de fora","['JavaScript', 'CSS', 'ReactJS', 'jQuery']",Sênior,Não Remoto,CLT / PJ,7.000,JavaScript,CSS,ReactJS,jQuery,,,,,,,,
"Vencida, Desenvolvedor(a) PHP Senior","PHP,MySQL,jQuery,Apache","Canaltech,São Bernardo do Campo,Pequena/média empresa,Até R$12.000,Sênior,CLT / PJ,Aceita candidatos de fora","['PHP', 'MySQL', 'jQuery', 'Apache']",Não especificado,Não Remoto,CLT / PJ,12.000,PHP,MySQL,jQuery,Apache,,,,,,,,
"Vencida, Desenvolvedor(a) FullStack - Junior","PHP,MySQL,JavaScript,HTML,CSS","houpa!,São Paulo,Startup,Até R$2.000,Júnior,PJ,Aceita candidatos de fora","['PHP', 'MySQL', 'JavaScript', 'HTML', 'CSS']",Não especificado,Não Remoto,PJ,2.000,PHP,MySQL,JavaScript,HTML,CSS,,,,,,,
"Vencida, Desenvolver(a) (PHP/Laravel) Senior","PHP,Laravel,API,JavaScript","Cargo Sapiens,Belo Horizonte,Startup,Até R$5.000,Sênior,PJ,Aceita candidatos de fora","['PHP', 'Laravel', 'API', 'JavaScript']",Não especificado,Não Remoto,PJ,5.000,PHP,Laravel,API,JavaScript,,,,,,,,
"Vencida, Estágio Desevolvedor(a) (PHP/Laravel) Junior","PHP,Laravel,JavaScript","Cargo Sapiens,Belo Horizonte,Startup,Até R$1.500,Júnior,Estágio,Aceita candidatos de fora","['PHP', 'Laravel', 'JavaScript']",Não especificado,Não Remoto,Estágio,1.500,PHP,Laravel,JavaScript,,,,,,,,,
"Vencida, Programador(a) Full Stack PHP Laravel Júnior","JavaScript,PHP,MySQL,Laravel,Git","FEDERAL CONSIG PROMOTORA DE VENDAS,SÃO PAULO,Pequena/média empresa,Até R$2.000,Júnior,CLT,Não aceita candidatos de fora","['JavaScript', 'PHP', 'MySQL', 'Laravel', 'Git']",Júnior,Não Remoto,CLT,2.000,JavaScript,PHP,MySQL,Laravel,Git,,,,,,,
"Vencida, Desenvolvedor(a) React.js Pleno","ReactJS,Node.js,JavaScript,MongoDB","Dex,São Paulo,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['ReactJS', 'Node.js', 'JavaScript', 'MongoDB']",Pleno,Não Remoto,CLT,,ReactJS,Node.js,JavaScript,MongoDB,,,,,,,,
"Vencida, ANALISTA DESENVOLVEDOR(A) C#","JavaScript,C#,HTML","END TO END TECHNOLOGY EIRELLI,SÃO PAULO,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['JavaScript', 'C#', 'HTML']",Não especificado,Não Remoto,PJ,,JavaScript,C#,HTML,,,,,,,,,
"Vencida, Programador(a) .NET Senior","JavaScript,.NET,SQL Server,CSS,C#","Netza - Live Marketing,São Paulo,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['JavaScript', '.NET', 'SQL Server', 'CSS', 'C#']",Não especificado,Não Remoto,PJ,,JavaScript,.NET,SQL Server,CSS,C#,,,,,,,
"Vencida, Desenvolvedor(a) Backend Pleno","Git,WordPress,Ruby on Rails","Brasil de Fato,São Paulo ,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['Git', 'WordPress', 'Ruby on Rails']",Pleno,Não Remoto,CLT,,Git,WordPress,Ruby on Rails,,,,,,,,,
"Vencida, Desenvolvedor(a) Sênior .NET C# ","Git,.NET,C#","All Integra,Niteroi,Startup,Até R$12.000,Sênior,PJ,Não aceita candidatos de fora","['Git', '.NET', 'C#']",Sênior,Não Remoto,PJ,12.000,Git,.NET,C#,,,,,,,,,
"Vencida, Desenvolvedor(a) Python","Docker,Python,Git","Brasil317,São José Dos Campos,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora","['Docker', 'Python', 'Git']",Não especificado,Não Remoto,PJ,,Docker,Python,Git,,,,,,,,,
"Vencida, Vagas para frontend designer","HTML,ReactJS,JavaScript,CSS","E-Price Capital,São Paulo,Pequena/média empresa,Até R$12.000,Sênior,PJ / CLT,Aceita candidatos de fora","['HTML', 'ReactJS', 'JavaScript', 'CSS']",Não especificado,Não Remoto,PJ / CLT,12.000,HTML,ReactJS,JavaScript,CSS,,,,,,,,
"Vencida, Programador Pleno ou Sênior","Vue.js,SQL,Node.js,GraphQL,JavaScript","Geeks Sistemas,Ribeirão Preto,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora","['Vue.js', 'SQL', 'Node.js', 'GraphQL', 'JavaScript']",Sênior,Não Remoto,CLT,5.000,Vue.js,SQL,Node.js,GraphQL,JavaScript,,,,,,,
"Vencida, Front-end Engineer (PWA)","CSS,JavaScript,HTML","REDE MAGIC ,CURITIBA,Pequena/média empresa,Até R$3.500,Pleno,CLT,Não aceita candidatos de fora","['CSS', 'JavaScript', 'HTML']",Não especificado,Não Remoto,CLT,3.500,CSS,JavaScript,HTML,,,,,,,,,
"Vencida, Desenvolvedor Python","Python,Docker,Git","Brasil317,São José Dos Campos,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['Python', 'Docker', 'Git']",Não especificado,Não Remoto,PJ,,Python,Docker,Git,,,,,,,,,
"Vencida, Desenvolverdor(a) Front-end","jQuery,JavaScript,Vue.js","XPDEAL,Remoto,Startup,Pleno,PJ,Aceita candidatos de fora","['jQuery', 'JavaScript', 'Vue.js']",Não especificado,Remoto,PJ,,jQuery,JavaScript,Vue.js,,,,,,,,,
"Vencida, Analista Desenvolvedor(a) JAVA","RESTful,MySQL,Java","Yank! Solutions,Belo Horizonte, MG, Brasil,Pequena/média empresa,Júnior,PJ,Não aceita candidatos de fora","['RESTful', 'MySQL', 'Java']",Não especificado,Não Remoto,PJ,,RESTful,MySQL,Java,,,,,,,,,
"Vencida, DESENVOLVEDOR(A) DE SISTEMAS",".NET,jQuery,JavaScript,C#,Angular","by Seven,JOINVILLE,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora","['.NET', 'jQuery', 'JavaScript', 'C#', 'Angular']",Não especificado,Não Remoto,CLT,,.NET,jQuery,JavaScript,C#,Angular,,,,,,,
"Vencida, Analista de Sistemas Front End","JavaScript,HTML,Git,Angular","Essence IT,São Paulo,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['JavaScript', 'HTML', 'Git', 'Angular']",Não especificado,Não Remoto,PJ,,JavaScript,HTML,Git,Angular,,,,,,,,
"Vencida, Analista .Net e-commerce Sênior","C#,Angular,.NET","Essence IT,Barueri,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['C#', 'Angular', '.NET']",Sênior,Não Remoto,PJ,,C#,Angular,.NET,,,,,,,,,
"Vencida, Analista Desenvolvedor(a) C# com MySQL","C#,MySQL,C++","Essence IT,São Paulo,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['C#', 'MySQL', 'C++']",Não especificado,Não Remoto,PJ,,C#,MySQL,C++,,,,,,,,,
"Vencida, Desenvolvedor(a) Front End","Vue.js,ReactJS,jQuery,JavaScript,HTML,CSS","Sennit Consultoria,São Paulo,Pequena/média empresa,Até R$8.000,Sênior,PJ,Aceita candidatos de fora","['Vue.js', 'ReactJS', 'jQuery', 'JavaScript', 'HTML', 'CSS']",Não especificado,Não Remoto,PJ,8.000,Vue.js,ReactJS,jQuery,JavaScript,HTML,CSS,,,,,,
"Vencida, Analista Programador(a) Backend C#",".NET,MongoDB,C#,SQL Server","Essence IT,São Caetano do Sul - SP,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora","['.NET', 'MongoDB', 'C#', 'SQL Server']",Não especificado,Não Remoto,PJ,,.NET,MongoDB,C#,SQL Server,,,,,,,,
"Vencida, Desenvolvedor(a) PHP + VueJS Junior","Vue.js,PHP,MySQL,Laravel","Starti Soluções em Tecnologia,Mogi das Cruzes,Pequena/média empresa,Até R$3.000,Júnior,PJ,Aceita candidatos de fora","['Vue.js', 'PHP', 'MySQL', 'Laravel']",Não especificado,Não Remoto,PJ,3.000,Vue.js,PHP,MySQL,Laravel,,,,,,,,
"Vencida, Programador(a) Delphi Pleno/Sênior","Delphi,SQL Server,PostgreSQL","Alterdata Software ,Teresópolis ,Grande empresa,Até R$6.000,Sênior,CLT,Aceita candidatos de fora","['Delphi', 'SQL Server', 'PostgreSQL']",Sênior,Não Remoto,CLT,6.000,Delphi,SQL Server,PostgreSQL,,,,,,,,,
"Vencida, Desenvolvedor FrontEnd WEB Vue.js","Vue.js,JSON,jQuery,HTML,CSS,Angular","Louder Influencers Platform,São Paulo,Pequena/média empresa,Até R$8.000,Pleno,PJ,Aceita candidatos de fora","['Vue.js', 'JSON', 'jQuery', 'HTML', 'CSS', 'Angular']",Não especificado,Não Remoto,PJ,8.000,Vue.js,JSON,jQuery,HTML,CSS,Angular,,,,,,
"Vencida, Desenvolvedor Back End Junior","PHP,MySQL,Laravel,HTML,Git,CSS","Carbel Auto Group,Belo Horizonte,Grande empresa,Até R$3.500,Júnior,CLT,Não aceita candidatos de fora","['PHP', 'MySQL', 'Laravel', 'HTML', 'Git', 'CSS']",Não especificado,Não Remoto,CLT,3.500,PHP,MySQL,Laravel,HTML,Git,CSS,,,,,,
"Vencida, Desenvolvedor(a) Front-End React Native / ReactJS Pleno","CSS,React Native,ReactJS,JavaScript,Git","Apponte.me,Santo André,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora","['CSS', 'React Native', 'ReactJS', 'JavaScript', 'Git']",Pleno,Não Remoto,PJ,6.000,CSS,React Native,ReactJS,JavaScript,Git,,,,,,,
"Vencida, Desenvolvedor(a) Angular","HTML,JavaScript,Angular,CSS","BELAGO TECHNOLOGIES INFORMATICA LTDA,São Paulo,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora","['HTML', 'JavaScript', 'Angular', 'CSS']",Não especificado,Não Remoto,CLT,,HTML,JavaScript,Angular,CSS,,,,,,,,
"Vencida, Desenvolvedor(a) Web","WordPress,PHP,HTML,CSS","Cia Web Sites,Belo Horizonte,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora","['WordPress', 'PHP', 'HTML', 'CSS']",Não especificado,Não Remoto,PJ,5.000,WordPress,PHP,HTML,CSS,,,,,,,,
"Vencida, Pessoa Desenvolvedora PHP Sr","RESTful,PHP,API","Sympla,Belo Horizonte,Startup,Sênior,CLT,Aceita candidatos de fora","['RESTful', 'PHP', 'API']",Não especificado,Não Remoto,CLT,,RESTful,PHP,API,,,,,,,,,
"Vencida, Desenvolvedor de .Net Core2 com Angular",".NET,SQL,JavaScript","TravelCash Ass. Adm Ltda.,São Paulo,Startup,Até R$4.000,Pleno,PJ,Aceita candidatos de fora","['.NET', 'SQL', 'JavaScript']",Não especificado,Não Remoto,PJ,4.000,.NET,SQL,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) JAVA ","SQL,Java,Git","X2 Inteligência Digital,São Caetano do Sul,Pequena/média empresa,Até R$4.000,Júnior,PJ,Aceita candidatos de fora","['SQL', 'Java', 'Git']",Não especificado,Não Remoto,PJ,4.000,SQL,Java,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Node.js Júnior","MongoDB,JavaScript,Node.js","Be.Resolution,Maringá,Pequena/média empresa,Até R$2.500,Júnior,CLT,Aceita candidatos de fora","['MongoDB', 'JavaScript', 'Node.js']",Júnior,Não Remoto,CLT,2.500,MongoDB,JavaScript,Node.js,,,,,,,,,
"Vencida, Front End Developer","HTML,CSS,jQuery,JavaScript","C3dweb Agência Digital,Jundiaí,Pequena/média empresa,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora","['HTML', 'CSS', 'jQuery', 'JavaScript']",Não especificado,Não Remoto,CLT / PJ,5.000,HTML,CSS,jQuery,JavaScript,,,,,,,,
"Vencida, Desenvolvedor Full Stack","Node.js,React Native,JavaScript","Maxxidata,São Paulo ,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora","['Node.js', 'React Native', 'JavaScript']",Não especificado,Não Remoto,CLT / PJ,,Node.js,React Native,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor JAVA","Spring,RESTful,Java,API","SImm Soluções,Jundiai,Pequena/média empresa,Até R$6.000,Pleno,CLT,Aceita candidatos de fora","['Spring', 'RESTful', 'Java', 'API']",Não especificado,Não Remoto,CLT,6.000,Spring,RESTful,Java,API,,,,,,,,
"Vencida, Desenvolvedor/Programador php","PHP,MySQL,Laravel,JavaScript,HTML,CSS","Engenho,Sao Paulo,Pequena/média empresa,Até R$1.500,Júnior,CLT,Aceita candidatos de fora","['PHP', 'MySQL', 'Laravel', 'JavaScript', 'HTML', 'CSS']",Não especificado,Não Remoto,CLT,1.500,PHP,MySQL,Laravel,JavaScript,HTML,CSS,,,,,,
