nome,tecnologia,outrosDetalhes
"Vencida, Desenvolvedor(a) Front-End","Vue.js,JavaScript,HTML,CSS","Ultréia Consultoria,São Paulo,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Android","Kotlin,JavaScript,Java","Sinergia Studios,São Paulo,Startup,Até R$5.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end","CSS,Vue.js,JavaScript,HTML,Git","YELLOWIN COMPUTAÇÃO GRÁFICA EIRELI - ME,RIBEIRAO PRETO,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Web Developer Junior","JavaScript,C#,CSS,HTML","FEROX Tecnologia Ltda,Belo Horizonte,Pequena/média empresa,Até R$2.500,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) C# Senior",".NET,MySQL,C#","Control iD,São Paulo,Pequena/média empresa,Até R$15.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack  .NET","HTML,C#,ASP.NET MVC","tech.fit,Sao Paulo,Startup,Até R$7.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Programador(a) Full Stack PHP","JavaScript,HTML,CSS,PHP","Seek Recursos Humanos Ltda,Porto Alegre/RS,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back End","Web API,SQL Server,.NET,C#","People Move,São Paulo,Startup,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Senior Software Engineer","Phoenix,Elixir,Cloud,Big Data","SWAP,São Paulo,Startup,Sênior,CLT,Aceita candidatos de fora"
"Vencida, PROGRAMADOR",".NET,JavaScript,CSS,C#,API","Vigna Advogados Associados,SAO PAULO,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Analista Desenvolvedor(a) - Estágio","Java,JavaScript,Angular","BLive,Belo Horizonte,Pequena/média empresa,Até R$1.500,Júnior,Estágio,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP / Javascript  ","CSS,PHP,MySQL,JavaScript","MW Microware,São Paulo,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Software Development Engineer in Test ","Selenium,RESTful,Jenkins ,Java,SQL","DBC Company,Porto Alegre,Grande empresa,Até R$6.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor PL/SQL ","PLSQL,SQL,ORACLE","DBC Company,Porto Alegre,Grande empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, DESENVOLVEDOR(A) PHP FULL STACK","PHP,Ionic,CSS,Angular,JavaScript","Elos Pessoas & Colaboração,canoas,Pequena/média empresa,Até R$4.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor .Net ",".NET,Web API,JavaScript,HTML,C#","Consciência Consultoria e Sistemas,Botucatu,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Node.js","Git,Node.js,API,Apache","DISYS DO BRASIL,São Paulo,Grande empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Junior","PHP,MySQL,Laravel,JavaScript","Faculdade Estratego,Belém,Pequena/média empresa,Até R$2.500,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Programador(a) Python","Git,SCRUM,Python","Asis Projetos,São Paulo,Pequena/média empresa,Até R$10.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) PHP Pleno","JavaScript,PHP,MySQL,JavaScript,Git","Gdax Inteligência em Vendas,Belo Horizonte,Startup,Até R$4.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) BackEnd Sênior Python ","Python,MySQL,GraphQL,Django","CredTodos,Ribeirão Preto,Startup,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Arquiteto de Software ","RESTful,Python,API","CredTodos,Ribeirão Preto,Startup,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor JAVA Pleno","SQL Server,MySQL,Java,Git,.NET","M2G MESSAGE TO GARCIA, DESENVOLVIMENTO, PROCESSAMENTO E ENTREGA DE DADOS LTDA.,São Paulo,Pequena/média empresa,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front End Pleno","CSS,JavaScript,HTML,Git","M2G MESSAGE TO GARCIA, DESENVOLVIMENTO, PROCESSAMENTO E ENTREGA DE DADOS LTDA.,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor .NET ","Xamarin,.NET,ASP","Assertiva RH,Rio de Janeiro,Pequena/média empresa,Até R$7.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Ruby","Ruby on Rails,JavaScript,HTML,CSS,API","Asis Projetos,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Web Full Stack","CSS,JavaScript,PHP,Laravel","Nofaro Plano de Saúde Animal,Porto Alegre,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java","Spring,RESTful,JavaScript,HTML,Angular","Vermont,São Paulo,Pequena/média empresa,Até R$10.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web","JavaScript,HTML,CSS,PHP,MySQL","TOPMAX PROMOCOES E PUBLICIDADE LTDA ME,São Paulo,Pequena/média empresa,Até R$5.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Python Back-End Software Engineer","RESTful,Python,Django,API","Stored,Ribeirão Preto,Startup,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Python Back-End Software Engineer","RESTful,Python,Django,API","Stored,Ribeirão Preto,Startup,Até R$4.000,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Júnior","HTML,CSS,ReactJS,PHP,Laravel","Ecomovi Frotas,Campinas,Startup,Até R$4.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front End","Angular,CSS,HTML,MySQL,PHP","People Move,Curitiba,Startup,Até R$7.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor Pleno - Full Stack","Node.js,Redux,ReactJS,JSON,JavaScript","TRADERSCLUB LTDA,São Paulo,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Flutter Jr","Flutter,Firebase,Dart","App Renda Fixa,são paulo,Startup,Até R$4.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Ruby On Rails","Ruby on Rails,PostgreSQL,Git","CapTable,Porto Alegre,Startup,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack - Java","Java,Git,JavaScript,ReactJS,Android","Bunzl,São Paulo,Grande empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack","Node.js,NoSQL,React Native,Redux,SQL","WestPoint Software Solutions ,Remoto,Startup,Até R$7.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) ReactJS","Redux,ReactJS,JavaScript,CSS","JuryVox,Rio de Janeiro,Startup,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Vaga Programador(a) PHP/Laravel Júnior","PHP,MySQL,Laravel,ReactJS,JavaScript","Brastan,São Paulo,Pequena/média empresa,Até R$2.000,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java","PLSQL,Java,Git","Cognizant,São Paulo,Grande empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Estagiário(a) PHP","PHP,JavaScript,HTML","Já Mudei,São Paulo,Startup,Até R$1.500,Júnior,Estágio,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) (Drupal)","ReactJS,PHP,Node.js,JavaScript,Drupal","NSC Comunicação,Florianópolis,Grande empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web","CSS,ReactJS,PHP,Node.js,MySQL,JavaScript","NSC Comunicação,Florianópolis,Grande empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) ReactJS PLENO","RESTful,Docker,AWS EC2 (Elastic Compute Cloud),ReactJS,Redux","StarGrid,Porto Alegre,Startup,Até R$10.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Front End Angular","TypeScript,JavaScript,Angular,CSS,HTML","SoftWillians IT Solutions,Jacareí,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Analista de Sistema .Net",".NET,Angular,SQL Server,C#","SoftWillians IT Solutions,Jacareí,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React Native Pleno","API,Redux,React Native,Firebase","StarGrid,Porto Alegre,Startup,Até R$10.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Jr .Net",".NET,HTML,C#","Abit - Associação Brasileira da Indústria Têxtil e de Confecção,São Paulo,Pequena/média empresa,Até R$4.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Angular + Node.js","TypeScript,Node.js,Angular","ME - Eventos,Remoto,Startup,Até R$4.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Junior","Web Services,PHP,WordPress","Pro Educacional,Florianópolis,Startup,Até R$3.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) iOS","Objective-C,JSON,Web API,SQL","Hinova Soluções Digitais,Belo Horizonte,Pequena/média empresa,Até R$4.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web","PHP,MySQL,HTML,CSS,Angular","People Move,Curitiba,Startup,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python","Django,Apache,Python,PostgreSQL","INVENTI,RIO DE JANEIRO,Startup,Até R$5.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor Drupal Sênior","PHP,JavaScript,Drupal,CSS","WEBJUMP,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET Sênior","SQL Server,SQL,.NET,ASP.NET Core","It4us - Big Data Security Analysis,São Paulo,Startup,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) C++/C#","C++,C#,ADVPL,Administrador de sistema","DWT,CAXIAS DO SUL,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Ruby on Rails","Testes automatizados,SQL,Ruby on Rails,RESTful","JuryVox,Rio de Janeiro,Startup,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end","JavaScript,HTML,CSS","App Renda Fixa,são paulo,Startup,Até R$3.500,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web","PHP,Node.js,Laravel,Kanban,JavaScript,HTML","AutoDoc Tecnologia,São Paulo,Pequena/média empresa,Até R$5.000,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python Junior","Server,Python,API","App Renda Fixa,são paulo,Startup,Até R$3.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python","Server,Python,API","App Renda Fixa,são paulo,Startup,Até R$5.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Analista Desenvolvedor C# Senior - RJ",".NET,Git,C#","MGN Informática S/A,Rio de Janeiro,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack - .NET","C#,ASP.NET Core,Ajax,CSS,HTML,JavaScript","BetaIT Sistemas ,São Paulo,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java + Angular","Spring,Java,Angular","Lyncas,Jaraguá do Sul,Pequena/média empresa,Até R$7.000,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-End","MySQL,Java,AWS RDS (Relational Database Service),Python,Node.js,API","Documento Nacional do Estudante,São Paulo,Startup,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Estágio em Desenvolvimento Back-end","Python,MySQL,Java","Documento Nacional do Estudante,São Paulo,Startup,Até R$1.500,Júnior,Estágio,Aceita candidatos de fora"
"Vencida, Programador(a) PHP Pleno","PHP,Symfony,Git","JUST DIGITAL,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Ruby on Rails","Ruby on Rails,PostgreSQL,API","bycoders_,Curitiba,Pequena/média empresa,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack - NodeJS","Node.js,MongoDB,JavaScript,HTML,CSS","Moux,São Paulo,Pequena/média empresa,Até R$5.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end","JavaScript,HTML,CSS,Node.js","Moux,São Paulo,Pequena/média empresa,Até R$5.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Full Stack",".NET,JavaScript,C#,Angular","Reserve,Rio de Janeiro,Pequena/média empresa,Até R$8.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor Web","PostgreSQL,PHP,Node.js,MongoDB,JavaScript,Angular","Clinica da Obesidade,Lauro de Freitas,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor Angular 2+ - Pleno - São Paulo","Sass,JavaScript,API,Angular,Node.js","MGN Informática S/A,São Paulo,Pequena/média empresa,Sênior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end Pleno","JavaScript,HTML,Git,CSS","Agência N1,Rio de Janeiro,Pequena/média empresa,Até R$2.500,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack Net.Core ","ReactJS,HTML,CSS,C#,ASP.NET MVC","MGN Informática S/A,Rio de Janeiro,Pequena/média empresa,Sênior,CLT,Não aceita candidatos de fora"
"Vencida, Analista de Testes Júnior","Node.js,JavaScript,Java","Vianuvem,São Paulo,Startup,Até R$3.000,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Pleno - C# asp.net MVC + Javascript / Angular","ASP.NET MVC,C#,Angular,JavaScript,Web Services","Ocatec Tecnologia,Barueri,Grande empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack React + Python","ReactJS,Python,React Native","Nova Tendência Informática Ltda,São Paulo,Pequena/média empresa,Até R$6.000,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack React + Python + Java","Redux,React Native,ReactJS,Python,Java,SQL","Nova Tendência Informática Ltda,Juiz de Fora,Pequena/média empresa,Até R$3.500,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor IOS Pleno","iOS,Swift,RESTful,Git","Storm Group (HADRONS),Rio de Janeiro ,Pequena/média empresa,Até R$8.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor PHP e JavaScript","PHP,Laravel,JavaScript,HTML,CSS,API","Screencorp Desenvolvimento de Software,Remoto,Startup,Até R$5.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Full Stack","Testes unitários,Entity framework,CSS,C#,ASP.NET MVC,Apache","Betta Global Partner,São Paulo,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack React + Java 8","Redux,ReactJS,JavaScript,Java,SQL Server,React Native","Nova Tendência Informática Ltda,São Paulo,Pequena/média empresa,Até R$10.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Back-end","Python,ORACLE,Node.js","Global Hitss,Rio de Janeiro,Grande empresa,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack .Net",".NET,JavaScript,HTML,Entity framework,CSS,C#","Global Hitss,Rio de Janeiro,Grande empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor Sênior Ruby on Rails","Ruby on Rails,PostgreSQL,JavaScript","ITC Vertebral,Fortaleza,Pequena/média empresa,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Front End","JavaScript,HTML,CSS","B2HR Consultoria,Brasília/São Paulo,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor Back-end Junior (PHP - Laravel)","Laravel,PHP,MySQL","Minds Research,São Paulo,Pequena/média empresa,Até R$4.000,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Programador Front-End Junior","JSON,jQuery,JavaScript,HTML,Ajax,CSS","Minds Research,São Paulo,Pequena/média empresa,Até R$3.000,Júnior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web Júnior - Node.js e Angular","Node.js,JavaScript,HTML,CSS,Angular","SAIPOS,São Leopoldo,Startup,Até R$2.500,Júnior,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor Web Pleno- Node.js e Angular","Node.js,JavaScript,HTML,CSS,Angular","SAIPOS,São Leopoldo,Startup,Até R$6.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor.NET Pleno","SQL,ASP.NET Core,C#","It4us - Big Data Security Analysis,São Paulo,Startup,Até R$8.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Web Sênior - Node.js e Angular","HTML,CSS,Angular,Node.js,JavaScript","SAIPOS,São Leopoldo,Startup,Até R$8.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor Front-end","JavaScript,HTML,Git,CSS,Angular","Spot Metrics,Rio de Janeiro,Startup,Até R$3.000,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) + PHP + Pleno","PHP,Ionic,HTML,JavaScript","LandApp,Cotia,Startup,Até R$4.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Analista de Suporte PHP/C#","SQL Server,Selenium,PHP,Git,C#","BLive,Belo Horizonte,Pequena/média empresa,Até R$3.500,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Programador (a) PHP ","PHP,MySQL,JavaScript,HTML,Git,Ajax","Gdax Inteligência em Vendas,Belo Horizonte,Startup,Até R$3.500,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Backend Engineer na CVC Digital","NoSQL,Node.js,kubernetes,Java,Elixir","cvc digital,Santo André,Grande empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Estágio fullstack (Stack JS)","ReactJS,Node.js,Ionic,Angular,JavaScript","Marcas Na Web,Brasilia,Pequena/média empresa,Até R$1.000,Júnior,Estágio,Aceita candidatos de fora"
"Vencida, Estagiário (a) Programador PHP","PHP,MySQL,jQuery,JavaScript,HTML","Gdax Inteligência em Vendas,Belo Horizonte,Startup,Até R$1.000,Júnior,Estágio,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP para Ecommerce e Sistema delivery","PHP,Laravel,Git","Navalha Digital,Novo Hamburgo,Startup,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Web ","SQL,Elasticsearch,Java","AMcom,São Paulo,Pequena/média empresa,Até R$6.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Analista/Desenvolvedor Mobile (Android) - JAVA","Git,Java,Android","AMcom,São Paulo,Pequena/média empresa,Até R$7.000,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python ","ReactJS,Python,PostgreSQL,Django,JavaScript","AMcom,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .Net + ReactJS","ReactJS,C#,JavaScript,SQL,.NET","AMcom,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida,  Desenvolvedor Mobile React","React Native,JavaScript,CSS,API","WK Sistemas,Blumenau,Pequena/média empresa,Júnior,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web Pleno/Sênior (Vitória - ES)","Symfony,ReactJS,PHP,JavaScript","Seeds,Vitória,Pequena/média empresa,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) React Native","React Native,Git,ReactJS","Rocket Chat tecnologia,Porto Alegre,Startup,Até R$7.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Senior Ruby e React","JavaScript,Ruby on Rails,MySQL,MongoDB,ReactJS","MW Microware,São Paulo,Pequena/média empresa,Até R$8.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Programador(a) Front-End Angular (JS) ","JavaScript,CSS,Angular","Evolucional,Campinas,Startup,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a)  JAVA","JavaScript,Java,CSS","CRIA TECNOLOGIA E INOVAÇÃO LTDA,Lavras, MG,Pequena/média empresa,Pleno,CLT / PJ,Aceita candidatos de fora"
"Vencida, Programador(a) .NET","RESTful,.NET,Git,CSS,Angular","Viajar Barato,São Paulo,Startup,Até R$15.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor/Programador Full Stack (Ionic, Javascript, front-end, apps, html, css)","JavaScript,Ionic,CSS,Angular","Gáutica,Caxias do Sul,Pequena/média empresa,Até R$2.000,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Senior Software Developer","CSS,ReactJS,Node.js,JavaScript","Orbita,Rio de Janeiro,Startup,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack - Pleno","ReactJS,Node.js,JavaScript,API,Angular","Solis Tecnologia,São Paulo,Pequena/média empresa,Até R$4.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a)  SR","RESTful,Node.js,Java,Docker,AWS EC2 (Elastic Compute Cloud),API","Conductor,Barueri,Grande empresa,Até R$12.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python","Git,Python,Django","Pilar Collector,Remoto,Pequena/média empresa,Até R$2.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Júnior","Git,Java,JavaScript","Metasix Tecnologia,São Paulo,Pequena/média empresa,Júnior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Pleno","Git,JavaScript,Java","Metasix Tecnologia,São Paulo,Pequena/média empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Java Sênior","Spring,JavaScript,Java,Hibernate","Metasix Tecnologia,São Paulo,Pequena/média empresa,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Sênior","PHP,MySQL,Laravel,Apache","Piperun,Santa Maria,Pequena/média empresa,Até R$5.000,Sênior,CLT,Não aceita candidatos de fora"
"Vencida, Programador(a) Full-Stack com experiência JS","Node.js,TypeScript,CSS,JavaScript","Juridoc,São Paulo,Startup,Até R$3.500,Júnior,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET","SQL,.NET,C#","Fundep,Belo Horizonte,Grande empresa,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack","PHP,MySQL,Laravel,JavaScript,Node.js","Ativo.com,São Paulo,Pequena/média empresa,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP WordPress","WordPress,PHP,MySQL,jQuery,JavaScript,HTML","Ativo.com,São Paulo,Pequena/média empresa,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Python/Django","Python,Git,Django","Desinchá ,Sao Paulo,Startup,Até R$6.000,Sênior,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Scala","PostgreSQL,GraphQL,Scala","AvantStay,Remoto,Startup,Acima de R$18.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) PHP Júnior","WordPress,Laravel,PHP,MySQL,Git","Olivas Digital,Barueri,Pequena/média empresa,Até R$3.500,Júnior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front End","ReactJS,PHP,JavaScript,HTML,CSS","StudioSpirit ,Curitiba,Pequena/média empresa,Até R$4.000,Pleno,CLT / PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor Back End","Administrador de sistema,Cloud,Docker,JavaScript,jQuery,PHP","J.Piaget Sistema de Ensino Multimidia,São Bernardo Do Campo,Pequena/média empresa,Até R$6.000,Pleno,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Full Stack","JavaScript,SQL Server,Angular,.NET,C#","Propzie Tecnologia Imobiliária Ltda.,SÃO PAULO,Startup,Até R$10.000,Sênior,CLT / PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) .NET","SQL Server,.NET,JavaScript,CSS,C#","Compuletra,Porto Alegre,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Android","Java,Android,Git","Compuletra,Porto Alegre,Pequena/média empresa,Até R$5.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Analista de Suporte Web","SQL,PHP,JavaScript,CSS","Slice TI,São Paulo,Pequena/média empresa,Até R$6.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Programador(a) PHP Fullstack","ReactJS,PHP,MySQL,API,CSS,JavaScript","Credencie Consultas Cadastrais,Gravataí,Pequena/média empresa,Até R$3.000,Júnior,CLT / Estágio,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) C#","TypeScript,JavaScript,C#,Angular","YOUNDER TECNOLOGIA E SERVICOS S.A.,São Paulo,Startup,Pleno,CLT,Não aceita candidatos de fora"
"Vencida, Desenvolvedor Back-End - NodeJS","Node.js,MongoDB,Git,API","Quest inteligencia,Campinas,Pequena/média empresa,Até R$7.000,Pleno,PJ,Não aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web ","JavaScript,WordPress,HTML,CSS","Agência Sermos,Campinas,Pequena/média empresa,Até R$4.000,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Web Full Stack",".NET,C#,Vue.js,JavaScript","Leega Consultoria e Informática Ltda,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Mobile","Objective-C,iOS,Git","Leega Consultoria e Informática Ltda,São Paulo,Pequena/média empresa,Até R$12.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Front-end","JavaScript,Angular,HTML,CSS","Leega Consultoria e Informática Ltda,São Paulo,Pequena/média empresa,Até R$10.000,Sênior,PJ,Aceita candidatos de fora"
"Vencida, Estágio TI","Web Services,HTML,CSS","Fiorde Assessoria e Despachos Ltda.,São Paulo,Pequena/média empresa,Júnior,Estágio,Aceita candidatos de fora"
"Vencida, Software Engineer Python","Redis,Python,Flask","Liv Up,São Paulo,Startup,Pleno,CLT,Aceita candidatos de fora"
"Vencida, Desenvolvedor(a) Pleno PHP ","SQL,PHP,MySQL,JavaScript,CSS","Vestibulare Educacional,São Paulo,Pequena/média empresa,Até R$8.000,Pleno,CLT,Aceita candidatos de fora"
